"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"47",488748,"Buchter, Ryan","47","100.0","0.500","0.375","0.500","0.875","0.611","0.554","0.388","4","8","93.8","11.7","2066","84.3","84.46","4","20","27","0.2","6.60","109","152","113","151","306","335","297"
"46",623454,"Anderson, Drew","46","100.0","0.364","0.000","0.364","0.364","0.320","0.293","0.308","4","11","89.4","16.7","2159","88.5","88.54","6","23","23","0.0","6.29","112","154","126","147","312","326","297"
"45",622780,"Perdomo, Angel","45","100.0","0.111","0.333","0.000","0.444","0.223","0.254","0.145","1","9","93.8","8.3","2449","90.7","91.27","6","23","22","0.6","6.51","115","150","113","146","295","322","296"
"45",547179,"Lorenzen, Michael","45","100.0","0.100","0.100","0.143","0.200","0.176","0.199","0.151","1","10","84.3","-3.4","2300","91.2","90.48","7","20","25","-0.7","5.79","120","157","116","150","288","316","296"
"45",668687,"Scrubb, Andre","45","100.0","0.100","0.000","0.250","0.100","0.088","0.182","0.191","1","10","87.8","29.8","2563","86.7","86.06","9","20","25","-0.6","6.01","107","149","112","149","291","323","285"
"44",593372,"Martínez, Carlos","44","100.0","0.100","0.300","0.000","0.400","0.285","0.412","0.265","1","10","85.1","7.0","1923","86.4","85.58","3","18","26","-0.8","5.38","117","155","114","149","298","342","310"
"44",592169,"Brice, Austin","44","100.0","0.250","0.125","0.400","0.375","0.312","0.250","0.160","2","8","97.6","29.6","2203","88.8","87.45","5","21","23","-1.3","5.40","109","152","126","143","288","325","299"
"43",594580,"Moll, Sam","43","100.0","0.111","0.000","0.143","0.111","0.246","0.316","0.198","1","9","77.9","-16.7","2717","89.1","86.76","2","11","32","-2.3","4.66","107","147","117","149","306","324","299"
"43",621248,"Garza Jr., Ralph","43","100.0","0.000","0.000","0.000","0.000","0.296","0.304","0.012","0","4","74.1","-13.0","2236","86.3","85.62","3","15","28","-0.7","6.03","115","150","119","148","290","323","289"
"41",656730,"Megill, Trevor","41","100.0","0.500","0.100","0.500","0.600","0.495","0.510","0.484","5","10","96.2","10.8","2473","93.5","94.77","1","19","22","1.3","6.92","108","159","121","151","298","327","303"
"39",642083,"Slegers, Aaron","39","100.0","0.222","0.222","0.222","0.444","0.352","0.429","0.377","2","9","92.0","-12.9","1943","89.9","90.80","4","18","21","0.9","6.84","109","155","116","149","309","325","295"
"38",658551,"Fernández, Junior","38","100.0","0.300","0.500","0.250","0.800","0.471","0.429","0.313","3","10","90.6","-3.4","2095","92.9","93.69","5","18","20","0.8","6.65","105","156","123","147","295","322","293"
"37",641632,"Greene, Conner","37","100.0","0.250","0.000","0.333","0.250","0.276","0.325","0.279","2","8","90.9","11.8","2251","92.3","92.47","6","19","18","0.2","6.54","107","155","121","150","291","314","291"
"37",607374,"Tropeano, Nick","37","100.0","0.400","0.400","0.333","0.800","0.518","0.302","0.193","4","10","89.7","43.0","1843","84.5","83.59","3","19","18","-0.9","5.67","119","152","117","149","298","333","294"
"36",592717,"Sanchez, Aaron","36","100.0","0.333","0.111","0.375","0.444","0.333","0.354","0.373","3","9","88.8","8.1","2016","84.3","85.36","2","15","21","1.1","6.97","103","155","112","150","306","322","301"
"35",573127,"Rosscup, Zac","35","100.0","0.333","0.500","0.333","0.833","0.478","0.480","0.310","2","6","94.9","16.8","2307","85.1","85.15","7","20","15","0.1","6.51","109","136","111","135","296","317","298"
"34",591720,"Torreyes, Ronald","34","100.0","0.429","0.429","0.364","0.857","0.538","0.504","0.371","6","14","95.2","21.5","1671","63.5","61.82","0","18","16","-1.7","4.79","117","152","129","147","290","326","291"
"34",597113,"Johnson, DJ","34","100.0","0.286","0.429","0.333","0.714","0.412","0.447","0.306","2","7","92.6","23.0","2457","89.1","89.28","8","17","17","0.2","6.84","127","157","137","155","293","319","306"
"33",571948,"Milner, Hoby","33","100.0","0.571","0.000","0.800","0.571","0.526","0.455","0.441","4","7","90.4","12.0","1911","86.8","86.92","3","15","18","0.1","6.50","109","147","114","144","296","324","293"
"33",607219,"Romano, Sal","33","100.0","0.300","0.100","0.429","0.400","0.300","0.162","0.168","3","10","88.5","13.0","2134","90.4","90.03","1","14","19","-0.4","6.20","111","159","130","150","289","333","298"
"32",676684,"Vest, Will","32","100.0","0.143","0.000","0.250","0.143","0.126","0.200","0.216","1","7","71.9","2.3","1890","89.3","89.15","7","17","15","-0.1","5.99","116","158","129","148","298","323","284"
"32",622786,"Tinoco, Jesus","32","100.0","0.625","1.125","0.400","1.750","0.919","0.860","0.621","5","8","94.6","15.0","2333","90.6","90.41","3","16","16","-0.2","6.09","103","153","123","144","297","320","292"
"32",621074,"Rucker, Michael","32","100.0","0.250","0.125","0.286","0.375","0.312","0.425","0.313","2","8","88.2","2.4","2182","90.6","90.83","3","18","14","0.2","6.25","102","156","116","153","298","322","304"
"31",664129,"Hartlieb, Geoff","31","100.0","0.333","0.167","0.500","0.500","0.402","0.287","0.225","2","6","89.6","11.5","2492","87.9","87.58","6","14","17","-0.3","6.01","111","150","122","146","299","322","297"
"30",605194,"Cotton, Jharel","30","100.0","0.333","0.111","0.333","0.444","0.333","0.268","0.257","3","9","80.2","29.1","2262","87.4","85.45","0","14","16","-2.0","5.00","111","149","126","143","310","321","293"
"29",543022,"Chatwood, Tyler","29","100.0","0.500","0.000","1.000","0.500","0.524","0.424","0.306","2","4","88.1","11.5","2274","91.9","92.04","2","11","18","0.1","6.04","96","142","104","135","285","299","291"
"29",657097,"Webb, Jacob","29","100.0","0.286","0.000","0.333","0.286","0.251","0.287","0.296","2","7","91.0","21.3","2505","88.6","88.16","5","13","16","-0.4","6.12","103","147","120","146","308","315","275"
"29",650671,"Quijada, José","29","100.0","0.333","0.167","0.500","0.500","0.353","0.467","0.365","2","6","88.7","-2.3","2093","90.8","91.01","3","14","15","0.2","6.32","99","156","115","148","303","329","296"
"28",595881,"Beede, Tyler","28","100.0","0.400","0.400","0.667","0.800","0.528","0.347","0.263","2","5","90.6","6.0","1840","88.1","88.45","4","10","18","0.4","6.39","109","155","113","147","289","313","291"
"27",657228,"Jewell, Jake","27","100.0","0.200","0.000","0.500","0.200","0.262","0.223","0.133","1","5","83.0","-1.5","1894","90.3","90.95","8","14","13","0.6","6.61","110","155","127","149","297","327","296"
"27",669912,"Snead, Kirby","27","100.0","0.333","0.000","0.667","0.333","0.293","0.226","0.243","2","6","83.8","6.3","2480","87.3","87.03","3","13","14","-0.3","6.10","112","146","126","144","271","309","303"
