"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"43",623437,"Topa, Justin","43","100.0","0.500","0.100","0.500","0.600","0.476","0.295","0.307","5","10","94.9","8.7","2304","90.0","89.59","1","21","22","-0.4","5.87","105","144","116","146","296","328","296"
"41",681867,"Criswell, Cooper","41","100.0","0.600","0.300","0.600","0.900","0.633","0.406","0.423","6","10","97.4","2.3","2020","82.4","82.78","0","20","21","0.4","6.57","109","148","106","138","302","323","306"
"39",502593,"Petricka, Jake","39","100.0","0.375","0.500","0.500","0.875","0.535","0.502","0.363","3","8","101.7","3.8","1943","90.4","92.51","5","19","20","2.1","7.53","111","154","116","147","300","329","300"
"39",624586,"Hoyt, James","39","100.0","0.545","0.273","0.750","0.818","0.588","0.345","0.250","6","11","90.5","14.3","2275","88.6","89.02","6","20","19","0.4","6.50","109","144","114","139","297","332","294"
"38",626929,"Thorpe, Lewis","38","100.0","0.200","0.600","0.000","0.800","0.510","0.537","0.295","1","5","94.1","-4.0","2015","81.5","82.18","0","13","25","0.7","6.66","101","150","108","145","296","327","287"
"38",597113,"Johnson, DJ","38","100.0","0.000","0.000","0.000","0.000","0.000","0.189","0.189","0","8","76.2","-11.2","2255","90.5","90.85","4","17","21","0.3","6.83","116","179","119","160","298","321","297"
"37",658551,"Fernández, Junior","37","100.0","0.222","0.000","0.333","0.222","0.245","0.362","0.343","2","9","93.7","5.7","2147","95.6","96.52","10","18","19","0.9","6.72","109","155","124","148","296","316","288"
"37",542960,"Brach, Brad","37","100.0","0.400","0.800","0.250","1.200","0.665","0.532","0.267","2","5","97.6","41.2","2163","88.7","88.11","1","11","26","-0.6","5.90","115","148","113","146","287","317","288"
"37",650556,"Abreu, Bryan","37","100.0","0.714","0.571","0.800","1.286","0.811","0.553","0.482","5","7","90.9","17.8","2409","93.6","93.71","7","18","19","0.1","6.29","114","146","105","141","298","321","292"
"36",642659,"Espinal, Raynel","36","100.0","0.286","0.143","0.286","0.429","0.352","0.361","0.332","2","7","80.1","15.9","2258","91.1","91.36","4","19","17","0.3","6.68","108","152","119","150","294","333","299"
"34",671345,"Foley, Jason","34","100.0","0.333","0.000","0.333","0.333","0.393","0.388","0.301","2","6","90.5","6.5","2141","93.6","94.03","1","13","21","0.4","6.54","105","152","122","149","300","328","290"
"33",664139,"Gibaut, Ian","33","100.0","0.273","0.091","0.333","0.364","0.308","0.336","0.324","3","11","93.8","-4.4","2196","91.1","91.90","5","21","12","0.8","6.59","108","158","115","150","299","328","292"
